date,followers_count,following_count,media_count,engagement_rate,average_likes,average_comments,comments_to_likes_ratio,,weekly_posts
2022-07-02,6597881,1016,3027,2.12%,138525.7,988.9,0.71%,,6
2022-07-01,6558889,1017,3023,2.01%,130853,963.6,0.74%,,7
2022-06-30,6537654,1016,3020,1.53%,98907.3,779.7,0.79%,,7
2022-06-29,6512340,1015,3017,1.52%,98040.3,776,0.79%,,5
2022-06-28,6506391,1015,3015,1.55%,99783.8,757.8,0.76%,,5
2022-06-27,6499353,1015,3014,1.53%,98703.8,751.7,0.76%,,5
2022-06-26,6496277,1014,3014,1.45%,93486.1,791.1,0.85%,,5
2022-06-25,6493251,1014,3014,1.51%,97075.7,812.9,0.84%,,5
2022-06-24,6489990,1013,3013,1.53%,98180.2,821.3,0.84%,,4
2022-06-23,6487630,1014,3012,1.52%,97452.8,817.3,0.84%,,3
2022-06-22,6483880,1014,3012,1.40%,89645.7,784.1,0.88%,,3
2022-06-21,6482188,1014,3010,1.54%,98785.4,804.8,0.82%,,3
2022-06-20,6479797,1016,3009,1.53%,98499.7,803.3,0.82%,,2
2022-06-19,6476539,1015,3008,1.52%,97859,800.8,0.82%,,2
2022-06-18,6469363,1015,3008,1.48%,95166.9,795.4,0.84%,,2
2022-06-17,6465927,1015,3007,1.48%,94918.2,793.8,0.84%,,2
2022-06-16,6461626,1015,3006,1.47%,94305.2,789.3,0.84%,,2
2022-06-15,6457939,1015,3006,1.84%,118342.6,721.1,0.61%,,2
2022-06-14,6457476,1014,3005,1.84%,118110.8,718.7,0.61%,,2
2022-06-13,6453939,1015,3005,1.84%,117921.9,715.8,0.61%,,2
2022-06-12,6451871,1016,3005,1.83%,117505.9,711.8,0.61%,,2
2022-06-11,6447885,1014,3005,1.84%,118128.1,673.2,0.57%,,2
2022-06-10,6445324,1017,3004,1.84%,117880.5,669.8,0.57%,,1
2022-06-09,6443218,1018,3004,1.83%,117327.5,665.6,0.57%,,1
2022-06-08,6439635,1018,3004,1.79%,114364.8,642.8,0.56%,,2
2022-06-07,6431032,1017,3003,1.78%,113690,636.2,0.56%,,1
2022-06-06,6425190,1016,3003,1.77%,113311.9,630.6,0.56%,,2
2022-06-05,6424852,1016,3003,1.77%,113164.6,628.1,0.56%,,2
2022-06-04,6423700,1015,3003,1.77%,112968.3,624.8,0.55%,,3
2022-06-03,6422663,1015,3003,1.76%,112611.6,617.4,0.55%,,3
2022-06-02,6420784,1015,3003,1.86%,118831.3,738.8,0.62%,,3
2022-06-01,6418478,1015,3002,1.85%,118138.4,732.4,0.62%,,2
2022-05-31,6417575,1015,3002,1.93%,122969.7,722.2,0.59%,,2
2022-05-30,6416738,1013,3001,1.92%,122138.3,719.8,0.59%,,1
2022-05-29,6410899,1016,3001,1.92%,122319.9,731.7,0.60%,,1
2022-05-28,6411724,1016,3000,1.91%,122000.2,730.1,0.60%,,0
2022-05-27,6408485,1016,3000,1.91%,121760.2,727.9,0.60%,,0
2022-05-26,6412744,1016,3000,1.91%,121508.4,725.2,0.60%,,1
2022-05-25,6412870,1016,3000,1.90%,121275.3,722,0.60%,,1
2022-05-24,6409916,1016,3000,1.90%,121100.4,720,0.60%,,1
2022-05-23,6408277,1016,3000,1.90%,120905.2,718,0.59%,,2
2022-05-22,6406737,1015,3000,1.90%,120722.5,715.3,0.59%,,2
2022-05-21,6405870,1014,3000,1.89%,120313.1,710.1,0.59%,,2
2022-05-20,6404853,1013,3000,1.85%,117809.8,661.6,0.56%,,2
2022-05-19,6404706,1013,2999,1.85%,117531.1,659.9,0.56%,,1
2022-05-18,6401760,1014,2999,1.83%,116674.3,656.9,0.56%,,1
2022-05-17,6389615,1014,2999,1.87%,118715,718.3,0.61%,,1
2022-05-16,6388789,1013,2998,1.87%,118467.9,716.8,0.61%,,0
2022-05-15,6388072,1014,2998,1.86%,118291.1,715.9,0.61%,,1
2022-05-14,6386749,1014,2998,1.86%,118097.5,714.3,0.61%,,2
2022-05-13,6384277,1014,2998,1.86%,117851.8,711.1,0.60%,,2
2022-05-12,6380874,1015,2998,1.85%,117581.3,709.3,0.60%,,2
2022-05-11,6377886,1015,2998,1.85%,117038.4,704,0.60%,,2
2022-05-10,6377011,1014,2998,1.85%,117478.4,710.4,0.61%,,2
2022-05-09,6372673,1015,2997,1.85%,117082.7,707.6,0.60%,,1
2022-05-08,6371024,1014,2997,2.23%,141519.7,799.1,0.57%,,1
2022-05-07,6365969,1014,2996,2.23%,141139.5,797.8,0.57%,,0
2022-05-06,6364062,1014,2996,2.23%,141024.4,795.7,0.56%,,0
2022-05-05,6363675,1013,2996,2.23%,140881,794.6,0.56%,,0
2022-05-04,6359688,1015,2996,2.23%,140718.2,792.3,0.56%,,0
2022-05-03,6358817,1015,2996,2.22%,140518.8,789.7,0.56%,,0
2022-05-02,6359417,1014,2996,2.22%,140299.6,788.5,0.56%,,0
2022-05-01,6358827,1015,2996,2.22%,140047.8,787.3,0.56%,,0
2022-04-30,6360482,1013,2996,2.21%,139932.5,786.8,0.56%,,0
2022-04-29,6361263,1011,2996,2.21%,139783.4,785.4,0.56%,,0
2022-04-28,6363237,1011,2996,2.21%,139631.8,784.3,0.56%,,1
2022-04-27,6360750,1008,2996,2.20%,139430.5,782.9,0.56%,,1
2022-04-26,6360131,1009,2996,2.20%,139205.5,781.5,0.56%,,2
2022-04-25,6356589,1010,2996,2.20%,139021.1,780.3,0.56%,,2
2022-04-24,6351664,1011,2996,2.19%,138592.3,777.9,0.56%,,2
2022-04-23,6353920,1012,2996,2.18%,137439.3,773.8,0.56%,,3
2022-04-22,6353330,1010,2996,2.13%,134405.3,760,0.57%,,4
2022-04-21,6347945,1010,2995,2.12%,133896.3,759.2,0.57%,,3
2022-04-20,6346454,1011,2995,2.39%,150755.9,806.7,0.54%,,4
2022-04-19,6339528,1009,2994,2.38%,150093.5,805.8,0.54%,,3
2022-04-18,6330665,1010,2994,2.35%,148014.1,804.4,0.54%,,3
2022-04-17,6326837,1009,2994,1.99%,125337.7,822,0.66%,,3
2022-04-16,6324203,1009,2993,2.31%,145349.7,1014.5,0.70%,,2
2022-04-15,6319847,1010,2992,2.53%,158818.1,1089.4,0.69%,,2
2022-04-14,6318154,1010,2992,2.53%,158673.3,1088.8,0.69%,,2
2022-04-13,6317848,1007,2991,2.53%,158479.3,1086.2,0.69%,,2
2022-04-12,6310675,1010,2991,2.53%,158241.3,1081.8,0.68%,,2
2022-04-11,6307012,1010,2991,2.52%,157737.9,1076.9,0.68%,,2
2022-04-10,6302366,1012,2991,2.55%,160004.1,957,0.60%,,2
2022-04-09,6297475,1013,2991,2.55%,159652.3,954.5,0.60%,,2
2022-04-08,6292808,1013,2990,2.53%,158538.8,949.2,0.60%,,2
2022-04-07,6287987,1014,2990,2.64%,164729.5,993.8,0.60%,,2
2022-04-06,6285907,1015,2989,2.63%,164546.9,993.1,0.60%,,1
2022-04-05,6281359,1014,2989,2.63%,164391.2,992,0.60%,,2
2022-04-04,6281219,1014,2989,2.63%,164144.7,990.3,0.60%,,2
2022-04-03,6279576,1013,2989,2.62%,163790.2,987.3,0.60%,,2
2022-04-02,6278693,1012,2989,2.83%,176464,1056.1,0.60%,,2
2022-04-01,6277680,1010,2988,2.83%,176294.4,1055.3,0.60%,,1
2022-03-31,6275281,1010,2988,2.82%,176066.9,1053.3,0.60%,,1
2022-03-30,6272667,1009,2988,3.28%,204304.4,1144.3,0.56%,,1
2022-03-29,6268460,1010,2987,3.28%,204151.3,1143.7,0.56%,,0
2022-03-28,6264684,1010,2987,3.28%,203995.3,1143,0.56%,,0
2022-03-27,6262114,1010,2987,3.27%,203823.9,1141.4,0.56%,,0
2022-03-26,6259066,1009,2987,3.27%,203572.8,1139.9,0.56%,,1
2022-03-25,6256108,1009,2987,3.26%,202870.3,1136.3,0.56%,,2
2022-03-24,6254698,1007,2986,3.26%,202586.5,1133.8,0.56%,,2
2022-03-23,6251059,1007,2986,3.26%,202372.9,1132.8,0.56%,,2
2022-03-22,6248113,1007,2986,3.25%,202163.1,1129.9,0.56%,,2
2022-03-21,6244978,1007,2986,3.24%,201489.2,1124.8,0.56%,,2
2022-03-20,6240500,1007,2986,3.61%,223862.1,1305.4,0.58%,,2
2022-03-19,6233909,1007,2985,3.61%,223665.7,1304.6,0.58%,,2
2022-03-18,6222230,1006,2984,3.61%,223383.7,1303.2,0.58%,,2
2022-03-17,6196948,1005,2984,3.62%,222894.4,1300.8,0.58%,,4
2022-03-16,6166219,1007,2984,3.63%,222258.8,1298.1,0.58%,,4
2022-03-15,6154762,1006,2984,3.62%,221441.4,1294.4,0.59%,,4
2022-03-14,6151950,1005,2983,3.56%,217600.7,1283,0.59%,,4
2022-03-13,6150100,1007,2983,4.44%,270634.1,2123.7,0.79%,,4
2022-03-12,6149935,1007,2982,4.57%,278700.8,2258.8,0.81%,,3
2022-03-11,6148611,1007,2981,5.39%,328611.7,2741.8,0.83%,,2
2022-03-10,6147406,1007,2978,5.39%,328336.8,2739.2,0.83%,,0
2022-03-09,6146790,1009,2978,5.38%,328126.3,2704.7,0.82%,,0
2022-03-08,6145985,1005,2978,5.38%,327877.8,2702,0.82%,,1
2022-03-07,6144853,1006,2978,5.38%,327694.2,2699.5,0.82%,,1
2022-03-06,6142441,1006,2978,5.38%,327451.8,2696.5,0.82%,,2
2022-03-05,6139300,1005,2978,5.37%,327107.6,2694,0.82%,,2
2022-03-04,6136255,1004,2978,5.37%,326569.3,2689.7,0.82%,,3
2022-03-03,6129754,1003,2978,5.34%,324896.3,2679.3,0.83%,,3
2022-03-02,6126187,1001,2978,5.57%,337783.9,3506,1.04%,,3
2022-03-01,6123365,1001,2977,5.56%,336862.4,3495.4,1.04%,,3
2022-02-28,6119316,1001,2977,5.40%,327121.8,3467.3,1.06%,,3
2022-02-27,6111422,1001,2976,5.57%,336686.3,3512.5,1.04%,,2
2022-02-26,6107345,1002,2976,5.56%,336283.7,3510.8,1.04%,,2
2022-02-25,6103827,999,2975,5.55%,335399.5,3506.2,1.05%,,2
2022-02-24,6097386,995,2975,5.55%,334795.8,3476.7,1.04%,,3
2022-02-23,6090478,997,2975,5.55%,334466.2,3476,1.04%,,3
2022-02-22,6083638,996,2974,5.55%,333855.2,3468.4,1.04%,,2
2022-02-21,6074259,998,2974,5.53%,332622.8,3457.6,1.04%,,4
2022-02-20,6064759,998,2974,5.74%,344287.2,3518.8,1.02%,,4
2022-02-19,6052247,998,2973,5.72%,342408.6,3513.2,1.03%,,5
2022-02-18,6047185,997,2972,5.35%,320120.9,3448.9,1.08%,,6
2022-02-17,6040156,1000,2971,5.34%,319288.3,3439.8,1.08%,,7
2022-02-16,6030069,998,2971,5.32%,317232.9,3420.7,1.08%,,9
2022-02-15,6022971,998,2971,4.96%,295691.4,3195.3,1.08%,,12
2022-02-14,6012682,1000,2968,3.96%,235358.8,2533.8,1.08%,,12
2022-02-13,5982408,1001,2968,4.07%,240873.3,2378.6,0.99%,,13
2022-02-12,5874960,1001,2967,3.75%,218262.2,2192.6,1.01%,,13
2022-02-11,5793870,1000,2964,3.12%,179466.3,1051.8,0.59%,,13
2022-02-10,5731440,1000,2959,2.87%,163650.3,933.5,0.57%,,11
2022-02-09,5704075,1001,2957,2.87%,162721.8,1040,0.64%,,9
2022-02-08,5691505,1002,2954,3.10%,175067.9,1117.1,0.64%,,7
2022-02-07,5683649,999,2952,2.88%,162565,1037.2,0.64%,,5
2022-02-06,5678475,998,2951,3.22%,181857.8,1013.3,0.56%,,4
2022-02-05,5676628,999,2950,3.22%,181645.3,1012,0.56%,,3
2022-02-04,5673495,999,2947,3.21%,181254.8,1007.7,0.56%,,2
2022-02-03,5670501,1001,2947,3.20%,180608,1001.3,0.55%,,3
2022-02-02,5665499,1001,2947,3.18%,179080.3,981.2,0.55%,,3
2022-02-01,5662054,1001,2945,3.18%,178806.4,979.5,0.55%,,2
2022-01-31,5660178,1001,2945,3.17%,178394,975.5,0.55%,,2
2022-01-30,5656617,1001,2945,3.14%,176621.1,965.2,0.55%,,3
2022-01-29,5651533,1001,2944,2.66%,149290.1,790.4,0.53%,,3
2022-01-28,5649379,1001,2943,2.57%,144157.4,826.9,0.57%,,3
2022-01-27,5647050,1001,2942,2.56%,143800.1,825.4,0.57%,,3
2022-01-26,5644783,1001,2942,2.55%,143342,822.2,0.57%,,3
2022-01-25,5642797,1001,2942,2.54%,142318.3,815.5,0.57%,,4
2022-01-24,5639875,1001,2942,2.67%,149622.4,914.1,0.61%,,4
2022-01-23,5636985,1001,2941,2.65%,148603.8,906.3,0.61%,,3
2022-01-22,5633132,1000,2941,2.67%,149450.7,871.9,0.58%,,3
2022-01-21,5631057,1000,2940,2.81%,157642.8,841.3,0.53%,,3
2022-01-20,5628289,999,2938,2.79%,156175,836.5,0.54%,,2
2022-01-19,5623861,1000,2937,2.85%,159631.9,837.4,0.53%,,2
2022-01-18,5620713,1000,2936,2.85%,159254.8,835.3,0.53%,,3
2022-01-17,5614224,1001,2936,2.84%,158721.8,831.8,0.52%,,4
2022-01-16,5611324,1001,2936,2.85%,159102.9,836.1,0.53%,,4
2022-01-15,5610374,1000,2935,2.85%,158858.2,835.1,0.53%,,3
2022-01-14,5610530,1000,2934,2.84%,158589.4,833.1,0.53%,,3
2022-01-13,5610844,999,2934,2.83%,158169,830.3,0.53%,,3
2022-01-12,5610293,1000,2934,3.51%,195161.2,1497.1,0.77%,,4
2022-01-11,5609647,1000,2931,3.50%,194912.6,1496.3,0.77%,,1
2022-01-10,5604920,999,2931,3.50%,194437.8,1494.6,0.77%,,1
2022-01-09,5604549,999,2931,3.49%,194214.2,1493.8,0.77%,,2
2022-01-08,5604265,999,2931,3.49%,193876.3,1491.7,0.77%,,2
2022-01-07,5602990,999,2931,3.47%,192657.3,1489.8,0.77%,,2
2022-01-06,5602143,999,2931,3.33%,184805.1,1582,0.86%,,2
2022-01-05,5602241,999,2930,3.32%,184348.9,1576.8,0.86%,,2
2022-01-04,5601455,999,2930,3.53%,195906.8,1686.9,0.86%,,2
2022-01-03,5601177,999,2930,3.53%,195750.5,1686.7,0.86%,,2
2022-01-02,5598753,997,2929,3.52%,195565.9,1685.6,0.86%,,2
2022-01-01,5597758,998,2929,3.52%,195358.6,1684.9,0.86%,,2
2021-12-31,5597669,1000,2929,3.52%,195061.9,1682.8,0.86%,,2
2021-12-30,5594040,1000,2928,3.90%,216199.4,1767.4,0.82%,,2
2021-12-29,5590813,1000,2927,3.89%,215820.8,1765.4,0.82%,,1
2021-12-28,5588015,1000,2927,3.89%,215341.1,1760.8,0.82%,,1
2021-12-27,5578621,999,2927,3.97%,219778.4,1804.7,0.82%,,1
2021-12-26,5578543,998,2926,3.97%,219632,1804.3,0.82%,,0
2021-12-25,5577565,998,2926,3.97%,219505.4,1803.3,0.82%,,0
2021-12-24,5576865,999,2926,3.97%,219381.8,1802.7,0.82%,,0
2021-12-23,5576037,999,2926,3.96%,219243.2,1800.8,0.82%,,0
2021-12-22,5575523,997,2926,3.96%,219099.6,1800.5,0.82%,,0
2021-12-21,5574781,996,2926,3.96%,218896.7,1798.3,0.82%,,0
2021-12-20,5573771,996,2926,3.96%,218684,1796.3,0.82%,,0
2021-12-19,5572540,996,2926,3.95%,218459.7,1794.1,0.82%,,1
2021-12-18,5571421,996,2926,3.95%,218200.2,1791,0.82%,,2
2021-12-17,5569790,997,2926,3.94%,217870.2,1788.9,0.82%,,2
2021-12-16,5568306,999,2926,3.94%,217493.1,1784.9,0.82%,,3
2021-12-15,5567299,999,2926,3.93%,217164.8,1781.3,0.82%,,3
2021-12-14,5566317,999,2926,3.70%,203997.6,1663.3,0.82%,,3
2021-12-13,5564690,1000,2926,3.69%,203582.9,1662.4,0.82%,,3
2021-12-12,5562707,1001,2925,4.05%,223366.5,1880.3,0.84%,,2
2021-12-11,5559014,1002,2924,4.04%,222700.5,1876.3,0.84%,,1
2021-12-10,5558173,1001,2924,3.74%,206190.5,1778.4,0.86%,,1
2021-12-09,5557108,1002,2923,3.74%,205877,1777,0.86%,,0
2021-12-08,5556473,1001,2923,3.73%,205649,1774.8,0.86%,,0
2021-12-07,5555629,1000,2923,3.73%,205470.6,1773.2,0.86%,,1
2021-12-06,5555192,1001,2923,3.73%,205306.3,1772.1,0.86%,,1
2021-12-05,5554862,1001,2923,3.72%,205098.7,1771.4,0.86%,,1
2021-12-04,5554265,1002,2923,3.72%,204916.3,1770.4,0.86%,,1
2021-12-03,5553673,1002,2923,3.72%,204725.3,1768.5,0.86%,,1
2021-12-02,5552539,1002,2923,3.71%,204411.2,1764.8,0.86%,,2
2021-12-01,5550958,1002,2923,3.40%,187003.6,1689.8,0.90%,,3
2021-11-30,5549675,1001,2922,3.40%,186777.2,1687.8,0.90%,,2
2021-11-29,5548206,1000,2922,3.39%,186557.9,1685.4,0.90%,,2
2021-11-28,5546690,999,2922,3.39%,186332,1683.3,0.90%,,2
2021-11-27,5545157,1000,2922,3.39%,186427.2,1761.4,0.95%,,3
2021-11-26,5543527,999,2922,3.32%,182271.8,1751.1,0.96%,,3
2021-11-25,5541521,999,2921,3.32%,182151.2,1750.2,0.96%,,2
2021-11-24,5540873,1000,2920,3.32%,181982.7,1747.3,0.96%,,2
2021-11-23,5540318,1002,2920,3.31%,181768.3,1744.8,0.96%,,2
2021-11-22,5540070,1001,2920,3.37%,185038.8,1820.3,0.98%,,2
2021-11-21,5536952,1001,2920,3.37%,184841.1,1816.2,0.98%,,3
2021-11-20,5535231,1000,2918,3.37%,184583.3,1809.4,0.98%,,2
2021-11-19,5532996,1000,2918,3.34%,182908.5,1777.7,0.97%,,2
2021-11-18,5532755,999,2918,2.84%,155764.4,1250.6,0.80%,,2
2021-11-17,5538416,997,2917,2.83%,155428.6,1247.5,0.80%,,1
2021-11-16,5536686,997,2917,3.78%,207518,1578.8,0.76%,,
2021-11-15,5535805,997,2917,3.70%,202988.2,1561.4,0.77%,,
2021-11-14,5534326,999,2916,3.96%,217744.2,1652.4,0.76%,,
2021-11-13,5531941,999,2916,3.99%,219076.1,1659.9,0.76%,,
2021-11-12,5528875,997,2916,3.99%,218893.9,1657.3,0.76%,,
2021-11-11,5525031,997,2916,3.99%,218662.8,1654.9,0.76%,,
2021-11-10,5522154,997,2916,3.98%,218130.3,1649.8,0.76%,,
2021-11-09,5518657,998,2916,3.95%,216283.5,1633.3,0.76%,,
2021-11-08,5515573,998,2915,3.84%,210005.4,1568.7,0.75%,,
2021-11-07,5512341,997,2914,3.79%,207396.3,1668.7,0.81%,,
2021-11-06,5508894,996,2914,3.79%,206900,1665.8,0.81%,,
2021-11-05,5507125,995,2914,3.78%,206713,1663.4,0.81%,,
2021-11-04,5505074,997,2914,3.78%,206497.7,1661.3,0.81%,,
2021-11-03,5503628,999,2914,3.77%,205987.3,1655.6,0.80%,,
2021-11-02,5502932,1001,2914,3.73%,203659.8,1635.3,0.80%,,
2021-11-01,5502261,1000,2913,4.05%,221286.5,1671.3,0.76%,,
2021-10-31,5501325,1000,2912,4.06%,221397.2,1670,0.75%,,
2021-10-30,5499189,999,2912,4.05%,221231.9,1666.9,0.75%,,
2021-10-29,5497514,999,2912,4.05%,221138.6,1665.9,0.75%,,
2021-10-28,5497858,1000,2912,4.05%,221028.2,1664.8,0.75%,,
2021-10-27,5496370,998,2912,4.05%,220931.1,1663.6,0.75%,,
2021-10-26,5495937,997,2912,4.05%,220836.9,1662.9,0.75%,,
2021-10-25,5495194,996,2912,4.05%,220719,1661.9,0.75%,,
2021-10-24,5493875,995,2912,4.05%,220592.2,1660.2,0.75%,,
2021-10-23,5491836,996,2912,4.04%,220429.1,1657.8,0.75%,,
2021-10-22,5491499,997,2911,4.04%,220264.6,1655.4,0.75%,,
2021-10-21,5490809,995,2911,4.04%,220027.7,1651.6,0.75%,,
2021-10-20,5490348,997,2911,4.04%,219884.5,1648.5,0.75%,,
2021-10-19,5490416,998,2911,4.03%,219567,1645,0.75%,,
2021-10-18,5490422,997,2911,3.99%,217508.3,1626.6,0.75%,,
2021-10-17,5490413,997,2910,3.84%,208944.1,1685,0.81%,,
2021-10-16,5489707,998,2910,3.84%,208843.5,1683.7,0.81%,,
2021-10-15,5489222,998,2910,3.83%,208770.9,1682.3,0.81%,,
