date,followers_count,following_count,media_count,engagement_rate,average_likes,average_comments,comments_to_likes_ratio,,weekly_posts
2020-03-25,2486705,2573,2683,5.29%,129575.1,1873,1.45%,,
2020-03-24,2484871,2570,2681,5.13%,125670.2,1851,1.47%,,
2020-03-23,2483238,2567,2681,5.12%,125379.4,1848.3,1.47%,,
2020-03-22,2481568,2568,2681,5.12%,125316.6,1846.5,1.47%,,
2020-03-21,2479172,2568,2681,5.13%,125244.3,1844.6,1.47%,,
2020-03-20,2477149,2569,2681,5.13%,125180.1,1842.6,1.47%,,
2020-03-19,2473339,2569,2681,5.13%,125049.8,1839.8,1.47%,,
2020-03-18,2469616,2568,2681,5.13%,124917.9,1837.1,1.47%,,
2020-03-17,2466300,2567,2681,5.14%,124808.6,1833.7,1.47%,,
2020-03-16,2462602,2564,2681,5.13%,124551.3,1827.6,1.47%,,
2020-03-15,2458771,2563,2681,5.06%,122565.5,1783.6,1.46%,,
2020-03-14,2455576,2564,2680,5.01%,121178.2,1721.7,1.42%,,
2020-03-13,2451856,2563,2680,5.00%,120938.8,1710.1,1.41%,,
2020-03-12,2447106,2566,2680,5.01%,120767.2,1700.4,1.41%,,
2020-03-11,2441811,2564,2680,5.01%,120586.3,1690.3,1.40%,,
2020-03-10,2433260,2566,2680,5%,119991.6,1660.9,1.38%,,
2020-03-09,2417588,2565,2680,4.84%,115596.9,1518.6,1.31%,,
2020-03-08,2377649,2565,2679,4.61%,108338.6,1183.6,1.09%,,
2020-03-07,2314540,2565,2677,4.73%,108441,1090.4,1.01%,,
2020-03-06,2282787,2568,2677,4.72%,106678.2,1054.4,0.99%,,
2020-03-05,2260612,2571,2675,4.85%,108572.9,1046.6,0.96%,,
2020-03-04,2246916,2569,2671,5.11%,113806.2,1016.2,0.89%,,
2020-03-03,2238747,2570,2671,5.13%,113935.7,1011.3,0.89%,,
2020-03-02,2232724,2570,2670,5.11%,113059.1,1003.3,0.89%,,
2020-03-01,2229053,2570,2669,5.12%,113077.6,989.4,0.88%,,
2020-02-29,2226698,2570,2669,5.12%,112994.5,987.5,0.87%,,
2020-02-28,2225044,2570,2669,5.12%,112912.6,986.1,0.87%,,
2020-02-27,2223045,2569,2669,5.12%,112793.8,985.1,0.87%,,
2020-02-26,2220671,2568,2669,5.10%,112363.9,981.8,0.87%,,
2020-02-25,2217745,2567,2669,4.97%,109171.5,969.3,0.89%,,
2020-02-24,2215542,2569,2667,5.20%,114104.2,1032.8,0.91%,,
2020-02-23,2212030,2562,2667,5.21%,114248.9,1030.2,0.90%,,
2020-02-22,2207040,2559,2667,5.21%,113997.5,1018.5,0.89%,,
2020-02-21,2205187,2560,2667,5.16%,112866.8,1013,0.90%,,
2020-02-19,2201216,2555,2666,5.32%,115965.1,1054.2,0.91%,,
2020-02-18,2199567,2555,2664,5.63%,122717.7,1135.2,0.93%,,
2020-02-17,2197900,2553,2664,5.59%,121633.4,1129.7,0.93%,,
2020-02-16,2195849,2554,2663,5.62%,122244.4,1153.4,0.94%,,
2020-02-15,2192574,2555,2662,5.78%,125493.6,1182.1,0.94%,,
2020-02-14,2188985,2557,2662,5.67%,122997.6,1163.6,0.95%,,
2020-02-13,2182654,2557,2660,5.65%,122122.3,1149.6,0.94%,,
2020-02-12,2179284,2556,2659,5.74%,123875.4,1171.2,0.95%,,
2020-02-11,2175546,2555,2658,5.75%,123889,1171.7,0.95%,,
2020-02-10,2171958,2553,2658,5.74%,123519.9,1168.1,0.95%,,
2020-02-09,2166117,2549,2657,5.62%,120546.4,1133.8,0.94%,,
2020-02-08,2157053,2545,2656,5.55%,118524.8,1101.9,0.93%,,
2020-02-07,2148938,2543,2655,5.50%,117163.5,1095.2,0.94%,,
2020-02-06,2145822,2543,2655,5.50%,116917.8,1093,0.94%,,
2020-02-05,2142621,2543,2655,5.50%,116775.7,1091.8,0.94%,,
2020-02-04,2140608,2543,2655,5.50%,116681.2,1090.4,0.94%,,
2020-02-03,2138603,2541,2655,5.50%,116577.1,1089.5,0.94%,,
2020-02-02,2136560,2544,2655,5.50%,116466.7,1088.1,0.93%,,
2020-02-01,2134204,2540,2655,5.50%,116343.4,1086.6,0.93%,,
2020-01-31,2131291,2538,2655,5.50%,116168.4,1084.7,0.93%,,
2020-01-30,2127300,2537,2655,5.49%,115603,1080.9,0.94%,,
2020-01-29,2123180,2535,2654,5.32%,111968.7,1053.5,0.94%,,
2020-01-28,2119634,2533,2654,5.31%,111566.7,1049.7,0.94%,,
2020-01-27,2117338,2532,2654,5.31%,111476.8,1048,0.94%,,
2020-01-26,2114074,2530,2654,5.32%,111326.9,1045.6,0.94%,,
2020-01-25,2109604,2531,2654,5.30%,110827.8,1039.6,0.94%,,
2020-01-24,2106075,2531,2654,5.03%,104862.8,983.9,0.94%,,
2020-01-23,2103641,2527,2653,5.13%,106907.1,1000.6,0.94%,,
2020-01-22,2100622,2526,2653,5.13%,106739.8,998,0.94%,,
2020-01-21,2096275,2526,2653,5.06%,105042.6,975.6,0.93%,,
2020-01-20,2092917,2525,2652,5.24%,108480.2,1118.3,1.03%,,
2020-01-19,2085476,2527,2652,5.25%,108433.7,1126.8,1.04%,,
2020-01-18,2080327,2527,2652,5.22%,107419.2,1117.3,1.04%,,
2020-01-17,2077605,2526,2651,5.42%,111412.4,1194.3,1.07%,,
2020-01-16,2074718,2523,2651,5.30%,108687.5,1159.7,1.07%,,
2020-01-15,2071877,2521,2650,5.44%,111545.5,1180.2,1.06%,,
2020-01-14,2070724,2522,2650,5.44%,111532.2,1180.3,1.06%,,
2020-01-13,2069420,2523,2650,5.45%,111490,1179.6,1.06%,,
2020-01-12,2067572,2523,2650,5.45%,111434.4,1177.9,1.06%,,
2020-01-11,2066338,2522,2650,5.45%,111399.1,1177.3,1.06%,,
2020-01-10,2064502,2520,2650,5.45%,111336.5,1176.7,1.06%,,
2020-01-09,2062316,2518,2650,5.45%,111271.9,1175.1,1.06%,,
2020-01-08,2059523,2517,2650,5.46%,111192.1,1173.3,1.06%,,
2020-01-07,2057420,2514,2650,5.46%,111111.9,1171.9,1.06%,,
2020-01-06,2054960,2515,2650,5.46%,111032.4,1170.7,1.05%,,
2020-01-05,2052759,2513,2650,5.46%,110964.6,1169.5,1.05%,,
2020-01-04,2050510,2515,2650,5.47%,110887.4,1168.5,1.05%,,
2020-01-03,2048314,2516,2650,5.47%,110819.5,1167.2,1.05%,,
2020-01-02,2046439,2518,2650,5.47%,110736.3,1165.8,1.05%,,
2020-01-01,2044853,2515,2650,5.47%,110651.5,1165,1.05%,,
2019-12-31,2043294,2515,2650,5.46%,110458.2,1163.5,1.05%,,
2019-12-30,2041275,2516,2650,5.41%,109190.9,1155,1.06%,,
2019-12-29,2038779,2513,2649,5.35%,107954.5,1149.7,1.07%,,
2019-12-28,2036390,2513,2649,5.35%,107865.3,1148.9,1.07%,,
2019-12-27,2034434,2515,2649,5.35%,107694.1,1146.6,1.07%,,
2019-12-26,2032217,2512,2649,5.31%,106811.1,1137.6,1.07%,,
2019-12-25,2030192,2509,2648,5.50%,110386.9,1163.8,1.05%,,
2019-12-24,2027902,2507,2647,5.71%,114534.7,1186,1.04%,,
2019-12-23,2025357,2515,2646,5.73%,114809.6,1187,1.03%,,
2019-12-22,2023016,2513,2646,5.73%,114731.1,1186.1,1.03%,,
2019-12-21,2020401,2508,2646,5.73%,114637.4,1185.2,1.03%,,
2019-12-20,2017468,2511,2646,5.74%,114517.4,1182.4,1.03%,,
2019-12-19,2011745,2510,2646,5.74%,114248.3,1179.1,1.03%,,
2019-12-18,2006333,2507,2646,5.74%,113981.1,1175.4,1.03%,,
2019-12-17,2000465,2505,2646,5.71%,113030.8,1162.7,1.03%,,
2019-12-16,1994377,2503,2646,5.42%,107024.7,1113.7,1.04%,,
2019-12-15,1984543,2502,2643,5.46%,107111.1,1166.1,1.09%,,
2019-12-14,1974383,2501,2640,5.53%,108051.8,1168.5,1.08%,,
2019-12-13,1968833,2502,2640,5.55%,107999.1,1165.3,1.08%,,
2019-12-12,1965180,2501,2640,5.55%,107885.4,1162.9,1.08%,,
2019-12-11,1961859,2498,2640,5.54%,107533.3,1158.7,1.08%,,
2019-12-10,1957460,2498,2640,5.31%,102822.4,1112.5,1.08%,,
2019-12-09,1953448,2493,2639,5.30%,102444.5,1092.3,1.07%,,
2019-12-08,1948488,2493,2638,5.27%,101688.9,1078,1.06%,,
2019-12-07,1941132,2494,2637,5.31%,101963.6,1064.7,1.04%,,
2019-12-06,1937265,2492,2637,5.21%,99898,1041.2,1.04%,,
2019-12-05,1933633,2492,2636,5.19%,99303.4,1024.4,1.03%,,
2019-12-04,1931174,2495,2636,5.14%,98290.5,1012.1,1.03%,,
2019-12-03,1927796,2495,2635,5.19%,99096.6,1009.8,1.02%,,
2019-12-02,1921378,2493,2635,5.07%,96413,986.7,1.02%,,
2019-12-01,1918294,2489,2633,5.29%,100407.2,1020.8,1.02%,,
2019-11-30,1914816,2489,2633,5.24%,99228.2,1016.4,1.02%,,
2019-11-29,1911872,2489,2632,5.54%,104860.8,1038.6,0.99%,,
2019-11-28,1907675,2486,2630,5.63%,106379.1,1022.8,0.96%,,
2019-11-27,1903783,2488,2629,5.56%,104796.7,994.9,0.95%,,
2019-11-26,1899533,2485,2628,5.64%,106167.2,1000.6,0.94%,,
2019-11-25,1895010,2488,2628,5.64%,105848.2,993.7,0.94%,,
2019-11-24,1889101,2486,2628,5.47%,102288.4,952.9,0.93%,,
2019-11-23,1882759,2485,2627,5.50%,102670.3,930.7,0.91%,,
2019-11-22,1876494,2481,2626,5.50%,102329.2,803.2,0.79%,,
2019-11-21,1869438,2478,2625,5.39%,99939.6,764.5,0.77%,,
2019-11-20,1863977,2479,2625,5.37%,99306.4,755.5,0.76%,,
2019-11-19,1857984,2480,2625,5.30%,97775.1,738,0.76%,,
2019-11-18,1852416,2479,2623,5.24%,96291.9,789.5,0.82%,,
2019-11-17,1846497,2475,2621,5.08%,92900.3,887.2,0.96%,,
2019-11-16,1840030,2474,2621,5.04%,91814,878.5,0.96%,,
2019-11-15,1832532,2471,2620,4.95%,89935.1,829.4,0.92%,,
2019-11-14,1823819,2472,2620,4.92%,88944.4,816,0.92%,,
2019-11-13,1814409,2472,2619,5.42%,97332,1016.6,1.04%,,
2019-11-12,1800970,2471,2618,5.52%,98425.4,1063.8,1.08%,,
2019-11-11,1792317,2473,2618,5.45%,96547.6,1049.8,1.09%,,
2019-11-10,1787041,2470,2617,5.31%,93815.3,1043.5,1.11%,,
2019-11-09,1779708,2464,2614,5.50%,96822.3,1100.2,1.14%,,
2019-11-08,1772698,2464,2614,5.40%,94631,1103.7,1.17%,,
2019-11-07,1766687,2464,2609,6.03%,105427.4,1171.2,1.11%,,
2019-11-06,1759664,2464,2609,6.10%,106097.3,1227.1,1.16%,,
2019-11-05,1750773,2456,2609,5.86%,101431.3,1210.1,1.19%,,
2019-11-04,1741651,2455,2604,8.49%,145716.8,2114,1.45%,,
2019-11-03,1725813,2453,2604,8.79%,149456,2194.7,1.47%,,
2019-11-02,1712321,2452,2604,8.74%,147546.6,2184.5,1.48%,,
2019-11-01,1703185,2449,2603,9.01%,151320.5,2182.2,1.44%,,
2019-10-31,1697394,2450,2603,9.04%,151309.5,2179.8,1.44%,,
2019-10-30,1695959,2448,2603,9.04%,151168,2175.2,1.44%,,
2019-10-29,1695499,2449,2603,9.03%,150983.3,2170.3,1.44%,,
2019-10-28,1695074,2450,2603,8.97%,149897.1,2152.2,1.44%,,
2019-10-27,1694864,2446,2602,8.94%,149352.5,2151.1,1.44%,,
2019-10-26,1694514,2444,2601,8.96%,149698.6,2141.7,1.43%,,
2019-10-25,1694335,2444,2600,9.16%,153023.2,2156.7,1.41%,,
2019-10-24,1693855,2438,2599,9.26%,154722.6,2167.8,1.40%,,
2019-10-23,1693035,2438,2598,8.93%,149151.6,2044.4,1.37%,,
2019-10-22,1692957,2433,2597,9.07%,151395.4,2076.9,1.37%,,
2019-10-21,1692778,2432,2596,9.08%,151570.5,2079.1,1.37%,,
2019-10-20,1692539,2431,2596,9.07%,151494.4,2077.2,1.37%,,
2019-10-19,1691981,2430,2596,9.07%,151420.9,2075,1.37%,,
2019-10-18,1691151,2430,2596,9.07%,151303.8,2072.1,1.37%,,
2019-10-17,1687013,2430,2596,9.08%,151068.9,2067.9,1.37%,,
2019-10-16,1677832,2429,2596,9.09%,150462.4,2055.2,1.37%,,
2019-10-15,1668680,2426,2596,9.03%,148667.7,2020.9,1.36%,,
2019-10-14,1657877,2428,2595,8.45%,138263.6,1820.4,1.32%,,
2019-10-13,1647404,2428,2593,8.63%,140252.4,1873.1,1.34%,,
2019-10-12,1634279,2427,2592,8.77%,141486.7,1878.9,1.33%,,
2019-10-11,1621157,2427,2591,8.61%,137688.9,1859.9,1.35%,,
2019-10-10,1615773,2424,2591,8.45%,134672.8,1827.3,1.36%,,
2019-10-09,1606868,2426,2588,8.20%,129933.2,1754.1,1.35%,,
2019-10-08,1595140,2425,2586,7.92%,124488.2,1785.5,1.43%,,
2019-10-07,1556637,2426,2582,7.19%,110229.1,1652,1.50%,,
2019-10-06,1478334,2424,2578,5.57%,81147.5,1200.2,1.48%,,
2019-10-05,1354326,2422,2576,4.96%,66310.2,820.3,1.24%,,
2019-10-04,1319116,2421,2573,4.94%,64375.3,820.6,1.28%,,
2019-10-03,1307946,2420,2572,4.86%,62733.8,804.4,1.28%,,
2019-10-02,1301899,2419,2571,4.71%,60565.9,769.1,1.27%,,
2019-10-01,1294277,2412,2569,4.92%,62836.3,779.1,1.24%,,
2019-09-30,1289257,2412,2569,4.87%,62004.4,767.3,1.24%,,
2019-09-29,1286513,2411,2568,4.72%,60026.7,737.8,1.23%,,
2019-09-28,1283099,2410,2568,4.71%,59695.1,733,1.23%,,
2019-09-27,1280253,2409,2568,4.70%,59393,730,1.23%,,
2019-09-26,1277100,2408,2567,4.80%,60530.1,775.6,1.28%,,
2019-09-25,1275944,2406,2567,4.81%,60540.4,776.8,1.28%,,
2019-09-24,1274888,2405,2567,4.76%,59974.1,762.1,1.27%,,
2019-09-23,1273743,2403,2566,4.86%,61168.9,760.1,1.24%,,
2019-09-22,1272515,2400,2566,4.74%,59550.1,740.5,1.24%,,
2019-09-21,1271902,2399,2565,4.83%,60612,756.2,1.25%,,
2019-09-20,1270865,2397,2565,4.81%,60423.1,754.3,1.25%,,
2019-09-19,1270130,2397,2565,4.70%,58969.9,743.7,1.26%,,
2019-09-18,1269190,2393,2564,4.85%,60810.5,760.3,1.25%,,
2019-09-17,1268405,2390,2563,4.94%,61851.9,761.1,1.23%,,
2019-09-16,1267487,2389,2563,4.88%,61113.2,753.7,1.23%,,
2019-09-15,1266776,2389,2562,5.36%,66928.3,1017.8,1.52%,,
2019-09-14,1265781,2387,2562,5.39%,67188.1,1030.1,1.53%,,
2019-09-13,1264836,2385,2562,5.39%,67161.1,1029.9,1.53%,,
2019-09-12,1263751,2383,2562,5.39%,67130.6,1029.5,1.53%,,
2019-09-11,1262563,2382,2562,5.40%,67103.9,1028.5,1.53%,,
2019-09-10,1261575,2385,2562,5.40%,67075.2,1028,1.53%,,
2019-09-09,1260502,2383,2561,5.40%,67046.3,1027.6,1.53%,,
2019-09-08,1258798,2382,2561,5.41%,67015.1,1027.3,1.53%,,
2019-09-07,1256039,2383,2561,5.41%,66966.8,1026.4,1.53%,,
2019-09-06,1255029,2387,2561,5.41%,66819.9,1025,1.53%,,
2019-09-05,1254171,2389,2561,5.36%,66152.8,1021.4,1.54%,,
2019-09-04,1253423,2387,2559,6.07%,74797.7,1304.6,1.74%,,
2019-09-03,1252221,2386,2559,6.13%,75378.1,1323.9,1.76%,,
2019-09-02,1251724,2386,2558,6.13%,75350.5,1323.4,1.76%,,
2019-09-01,1251148,2387,2558,6.13%,75321.5,1322,1.76%,,
2019-08-31,1250570,2385,2558,6.13%,75295.9,1321.3,1.76%,,
2019-08-30,1249960,2386,2558,6.13%,75270.5,1320.2,1.75%,,
2019-08-29,1249353,2383,2558,6.13%,75239.4,1319.4,1.75%,,
2019-08-28,1248690,2381,2558,6.11%,75031.3,1314.1,1.75%,,
2019-08-27,1247532,2379,2558,5.91%,72479.1,1273.7,1.76%,,
2019-08-26,1246201,2379,2557,6.08%,74531.2,1263.8,1.70%,,
2019-08-25,1245710,2378,2557,6.00%,73523.4,1260.6,1.72%,,
2019-08-24,1245087,2380,2556,6.25%,76439.6,1318.8,1.73%,,
2019-08-23,1244656,2378,2555,6.25%,76470.9,1334.1,1.75%,,
2019-08-22,1243774,2377,2555,6.25%,76424.8,1334.2,1.75%,,
2019-08-21,1242442,2376,2555,6.25%,76370.3,1332.6,1.75%,,
2019-08-20,1240540,2377,2555,6.26%,76285.4,1330.9,1.75%,,
2019-08-13,1231995,2368,2553,6.64%,80373.3,1382.4,1.72%,,
2019-08-12,1230723,2366,2553,6.68%,80770.1,1387.2,1.72%,,
2019-08-11,1230138,2364,2553,6.68%,80752.9,1387.1,1.72%,,
2019-08-10,1229498,2363,2553,6.68%,80732.7,1386.6,1.72%,,
2019-08-09,1229271,2363,2553,6.68%,80724,1386.5,1.72%,,
2019-08-08,1228618,2364,2553,6.68%,80704.2,1385.8,1.72%,,
2019-08-07,1227967,2362,2553,6.68%,80677.7,1385.2,1.72%,,
2019-08-06,1227368,2359,2553,6.68%,80647.9,1384.6,1.72%,,
2019-08-05,1226182,2358,2553,6.68%,80577.7,1383.3,1.72%,,
2019-08-04,1225562,2357,2553,6.69%,80543.5,1381.8,1.72%,,
2019-08-03,1224779,2356,2553,6.69%,80503.1,1380.6,1.72%,,
2019-08-02,1224273,2354,2553,6.69%,80483.5,1380,1.72%,,
2019-08-01,1223861,2351,2553,6.69%,80460.4,1379.1,1.71%,,
2019-07-31,1223358,2348,2553,6.69%,80428.4,1378.5,1.71%,,
2019-07-27,1221617,2348,2553,6.69%,80339.9,1375.2,1.71%,,
2019-07-26,1221354,2347,2553,6.69%,80311.2,1374.4,1.71%,,
2019-07-25,1220812,2348,2553,6.69%,80266.3,1373.6,1.71%,,
2019-07-24,1220227,2346,2553,6.67%,80035.1,1368.5,1.71%,,
2019-07-23,1219247,2345,2552,6.58%,78891.4,1345.5,1.71%,,
2019-07-22,1215180,2345,2551,6.56%,78310.9,1385.9,1.77%,,
2019-07-21,1213110,2345,2551,6.55%,78056.3,1383.9,1.77%,,
2019-07-20,1212597,2344,2551,6.47%,77102.3,1376,1.79%,,
2019-07-19,1212311,2342,2550,6.43%,76544.4,1404.4,1.84%,,
2019-07-18,1211788,2342,2549,6.63%,78866.3,1409.6,1.79%,,
2019-07-17,1209928,2343,2549,6.65%,78996.8,1408.5,1.78%,,
2019-07-16,1209187,2341,2548,6.65%,78954.3,1407.3,1.78%,,
2019-07-15,1208037,2343,2548,6.65%,78897.6,1405.5,1.78%,,
2019-07-14,1207080,2341,2548,6.65%,78839.2,1404.7,1.78%,,
2019-07-13,1205941,2340,2548,6.64%,78642.5,1400.9,1.78%,,
2019-07-12,1205009,2335,2548,6.53%,77259.6,1373.9,1.78%,,
2019-07-11,1204894,2329,2545,6.35%,75187.4,1327.1,1.77%,,
2019-07-10,1202711,2326,2545,6.23%,73675.8,1304.3,1.77%,,
2019-07-06,1193616,2324,2543,6.50%,76282.8,1316.4,1.73%,,
2019-07-05,1189245,2323,2543,6.53%,76284.4,1311.3,1.72%,,
2019-07-04,1188567,2318,2543,6.51%,76096.7,1309.3,1.72%,,
2019-07-03,1188362,2321,2542,6.57%,76745.6,1353.7,1.76%,,
2019-07-02,1187982,2320,2542,6.57%,76710.6,1353.5,1.76%,,
2019-07-01,1187618,2317,2542,6.57%,76671.9,1352.7,1.76%,,
2019-06-30,1187025,2316,2542,6.57%,76626.3,1352.1,1.77%,,
2019-06-29,1186023,2316,2542,6.57%,76561,1350.4,1.76%,,
2019-06-28,1185240,2318,2542,6.57%,76512.8,1349.6,1.76%,,
2019-06-27,1184642,2316,2542,6.57%,76483.6,1348.2,1.76%,,
2019-06-26,1184260,2316,2542,6.57%,76446.9,1346.9,1.76%,,
2019-06-25,1183843,2312,2542,6.57%,76402.4,1345.6,1.76%,,
2019-06-24,1183139,2312,2542,6.57%,76360.8,1344.4,1.76%,,
2019-06-23,1182403,2312,2542,6.57%,76313.3,1342.9,1.76%,,
2019-06-22,1181530,2311,2542,6.57%,76261.5,1341,1.76%,,
2019-06-21,1180022,2309,2542,6.57%,76162.9,1337.8,1.76%,,
2019-06-20,1178274,2309,2542,6.55%,75829.4,1334.1,1.76%,,
2019-06-19,1177487,2305,2542,6.37%,73693,1318.2,1.79%,,
